epoch,accuracy,loss,val_accuracy,val_loss
0,0.934166669845581,0.22191578149795532,0.9656000137329102,0.11363520473241806
1,0.9708166718482971,0.09977809339761734,0.972100019454956,0.09995215386152267
2,0.9785166382789612,0.07393183559179306,0.9746999740600586,0.09446544200181961
3,0.9834333062171936,0.05873667448759079,0.9775000214576721,0.08257059007883072
4,0.9866499900817871,0.04818257316946983,0.9786999821662903,0.08238905668258667
